Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Trade (% of GDP),NE.TRD.GNFS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Albania,ALB,63.454073132628,66.4910240323437,68.5250682234387,67.0205610427628,67.0471873068205,70.8723467754672,74.2670902393052,83.2020801053931,77.4517514962857,75.0949144008056,76.5433902447878,81.218568933066,76.5102006210933,75.8737138467897,75.4078455964825,71.801006339647,74.809862823171,78.1942495319136,76.8081841283291,76.2791946495763,59.8297294321628,76.0179821075752,85.1496805230602,84.538290682898
Trade (% of GDP),NE.TRD.GNFS.ZS,Algeria,DZA,62.8583436360347,54.5296491177208,56.5896052814114,57.7691353044878,61.3579975707176,66.8404602203906,65.9152919677621,67.5454733939763,71.0284922505261,64.2847547238993,63.4912159928425,62.2200899610479,60.7576393340605,59.151008157244,56.9235419669867,53.2046225904145,49.7609327925216,49.8208161712587,52.4361676779223,46.5068426081672,40.3897565625388,47.2709030076405,51.8412067931037,46.1958938741572
Trade (% of GDP),NE.TRD.GNFS.ZS,American Samoa,ASM,..,..,210.9375,207.442748091603,202.357563850688,223.2,229.817444219067,218.146718146718,249.821428571429,161.333333333333,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685,159.165424739195,161.437908496732,171.830985915493,156.568778979907,154.368932038835,136.8,124.684270952928,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Angola,AGO,..,..,105.301742600149,103.901229551372,103.579947051466,106.590962129525,94.6251593320477,108.060067893978,121.364708453698,122.446144139295,104.123635308845,99.9825063313368,91.8000973419114,86.8119327587926,79.3329227828897,62.8885160890192,53.3701580675988,52.2568222278462,66.3780133263399,57.8295381183036,65.9420289304636,74.4644985945172,69.6990454889656,66.5341492897766
Trade (% of GDP),NE.TRD.GNFS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.533614122552,130.047089857133,132.018040013227,127.973130855251,130.655152659419,137.625175755884,94.3457201737921,101.122883462968,117.630005076464,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Argentina,ARG,22.6224447777343,21.8522554515453,41.7527243585642,40.6447480311085,40.692646108947,40.5512709706238,40.4334798719151,40.945170618571,40.4026733790382,34.0571269054879,34.9710132635696,35.2061549999644,30.5265423717108,29.3339290021037,28.4067936452275,22.4862260889792,26.0938878488799,25.2896011376779,30.7625359549926,32.6306150458499,30.203698807416,32.9300242545298,31.6505139756506,26.9718165322462
Trade (% of GDP),NE.TRD.GNFS.ZS,Armenia,ARM,72.2333302273367,69.8642663925336,73.9845018432309,80.0513676022426,73.0706339919371,70.1397385835334,61.0301379818566,56.9750470853147,54.5423279613666,57.2742357441995,64.642975973633,69.4355736620453,75.9616759606704,77.5550481598824,75.778866962639,71.6820743427575,76.0779674593548,87.202376539837,92.473107021212,96.1141541288708,69.4888075396076,79.6698888228399,101.006492374141,117.042960466321
Trade (% of GDP),NE.TRD.GNFS.ZS,Aruba,ABW,145.072879516204,140.391108618306,133.230771421249,132.794291274023,132.430929795173,145.050280144237,141.042626734626,139.972309491093,139.110149824701,137.556575933708,135.464654677581,154.437786862887,156.645197205944,161.891280319633,162.88205210123,145.833663297637,142.239763387132,143.804295515015,145.213552350892,145.343572735289,124.162374448683,139.900087154107,160.45925723056,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Australia,AUS,40.9352109785505,44.2187044989977,41.4490922022193,40.2015669125448,37.0096135930442,39.1607469727979,41.5594471705758,42.0080200326348,42.8467764017331,45.7408630288694,40.5106330129004,41.8373511173643,43.1490246873109,41.2501910637454,42.4430282022511,41.5942804140742,40.7946418668351,41.9422091216328,43.3470784937935,45.7489633556611,44.1430455941203,39.7023602363157,45.1367444404109,48.0826775281232
Trade (% of GDP),NE.TRD.GNFS.ZS,Austria,AUT,85.3604956179232,87.5366647639352,86.9481679996606,86.3873824162825,90.7923456929297,94.0338056833054,98.0883112053436,100.733254061926,102.073682731706,87.0622309742796,99.0197962369563,105.102788629725,105.152177427838,104.066414086373,103.503535251069,102.42731538918,100.982078278741,104.938844932748,107.923639505579,107.892514611522,99.7082951791188,110.984958052906,123.685438704967,116.119167111979
Trade (% of GDP),NE.TRD.GNFS.ZS,Azerbaijan,AZE,78.5485682796041,78.8151854917601,92.8181443298969,107.551948506262,121.507115894117,115.841884607706,105.262399846369,96.6418081486575,89.2428968637573,74.7440416836369,74.9859884610856,80.5080450059522,78.263069540422,74.6758447629851,69.4832251953347,72.6015079073189,90.0773187345677,90.4023156823216,91.6725765369825,85.8181454084561,72.0178676487811,76.286865687015,86.9822732541779,83.6193503542524
Trade (% of GDP),NE.TRD.GNFS.ZS,"Bahamas, The",BHS,79.6449438925669,72.5008806383396,70.2779817050926,71.063540505226,76.0019833710461,81.3962709176308,87.5507143032777,88.0128155625079,87.4292228766863,76.5210439633098,78.6756024311196,88.3336891598687,84.2507345739471,86.7234844841186,84.766860152541,73.4670447827689,70.740989859601,72.4296583229139,76.2044420488594,72.5472872266867,57.9301480187182,72.9516487962776,83.1742334277275,82.7046064790599
Trade (% of GDP),NE.TRD.GNFS.ZS,Bahrain,BHR,135.809135327865,127.026266277537,131.133634216392,128.091582155216,140.737310039923,148.313525108923,147.104181068989,137.785050572304,145.882511145821,117.963725409489,120.472394522656,174.155268022181,185.884650580276,191.872554115951,175.567836938356,154.556997501564,139.554925140503,143.289169317584,150.806054558909,141.700834964514,140.218012418796,159.87298054363,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Bangladesh,BGD,29.3217143619038,32.0980170730117,28.9673807211649,27.657884900158,26.8582341492431,34.396934864465,38.1119244325921,39.9423826531735,42.6209140325589,40.092796223023,37.8028426708321,47.4208498356898,48.1109227490467,46.2964027228174,44.5140801968096,42.0859963070382,31.3341501346142,29.9997306724343,32.5146317240884,31.5780544912404,26.271447376215,27.7240047036631,33.7799672705735,30.9829714104596
Trade (% of GDP),NE.TRD.GNFS.ZS,Barbados,BRB,90.5785259029253,86.3627434932067,83.4717527764365,90.0919146284468,92.0467411815938,97.616180128289,96.5197499437676,91.109097918343,94.4355414726054,88.4344835293629,86.8301504193347,86.5058526897471,86.9883571626168,91.8801205773311,89.468258850502,87.0853008370769,78.3959806941957,76.1579969737971,80.7528830157533,80.4631135665057,64.73912881609,69.8688030759052,76.4601470546112,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Belarus,BLR,141.609165955024,137.044930473063,131.002058282291,134.141852273225,142.136510387704,118.88435169233,124.295103889386,128.153877979073,129.599478545475,108.63564482836,115.917972989303,157.974255073313,153.085269313372,119.815965235724,110.651658620732,115.913691469247,125.209322899662,133.368006959943,139.393394375409,130.850132114123,118.933883690331,136.014450556595,120.024207576094,132.998797317727
Trade (% of GDP),NE.TRD.GNFS.ZS,Belgium,BEL,142.230135067034,139.576839834619,136.085149488081,132.715552833888,136.918405348432,144.529050669983,149.567509299511,152.468446875303,161.088447790447,135.406040531897,149.997673074386,161.493723664633,160.746030229324,157.850845041743,158.783215919076,154.192546509323,157.66502598438,165.32583634966,166.494787097425,164.166215073989,155.335075364489,174.038993727527,193.033138661134,174.295026038188
Trade (% of GDP),NE.TRD.GNFS.ZS,Belize,BLZ,96.8896998883126,93.4748164897993,93.3686306091612,94.7177601941213,86.7526390287779,93.3868420920502,99.2715376919628,96.3494968769331,105.859628694106,89.9292733716488,95.3991461733427,107.664125328037,112.195519720512,109.394713895001,107.773632947903,103.994418450856,96.4572600628323,97.6798171423072,100.686512848596,102.201303476517,81.6254724466865,99.1470033287337,107.950684332309,106.475697089746
Trade (% of GDP),NE.TRD.GNFS.ZS,Benin,BEN,47.3481515012844,48.2571706392197,43.7684225364311,41.6162305574334,39.9029743365096,39.0959311879142,39.7746987128551,49.1137841529705,47.7753592695169,44.7026290629806,51.4308599492924,47.2170288118403,50.7367367791134,59.2001918331875,65.2682749404551,56.7563131849476,58.9869283378276,61.4765969588474,61.7951944903448,63.68133231423,44.8332333768726,48.0548608324409,50.93352007034,51.3504650113905
Trade (% of GDP),NE.TRD.GNFS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,74.595080341836,76.2704368073774,73.7823030616219,76.2701066974999,76.5167474588353,73.2954985174785,72.7499093828891,72.3924284503794,77.5552703807388,77.5601016506443,69.1958803841416,72.2026726568347,75.5111919039139,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Bhutan,BTN,74.0264971104432,71.0945747295588,70.2833172005966,72.8499006593611,89.0605518004294,97.7434135429344,108.157794891125,106.929022415,101.954235669521,101.559411565244,107.232685251158,104.879119403424,95.6761465897683,96.5691781095916,89.2910737224775,91.0075530243361,77.5279555384585,76.7883977156778,79.7397210202971,76.1235174194877,71.830355770384,77.5824514467004,85.9301691680158,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Bolivia,BOL,45.5977750218555,45.2278224315522,49.3502603725957,51.967836443987,57.4642660901316,67.6419413613743,74.537848431547,76.0619114476148,82.8670208961798,68.6270739127592,75.5116262512877,82.4803954243518,84.9487611684942,81.2309075267174,85.2644695625131,67.9328451905248,56.4010345026573,56.7046527566598,57.1099646119643,56.3973067281247,45.5032626166675,59.0213965632554,67.7558987681252,58.8492682972763
Trade (% of GDP),NE.TRD.GNFS.ZS,Bosnia and Herzegovina,BIH,85.3577431341788,86.0357326558687,78.727479488695,80.5694572639365,81.8126836247759,84.3554628217984,79.8299477752016,83.551858889163,86.1628798430504,73.7474942255023,80.9682159626823,87.8363477136556,88.1451088628529,87.9312413116757,90.5522806874185,88.2919898407608,88.2440351685547,96.6458791411189,98.4320911961869,94.5161278874242,82.1112652572898,96.4859085777747,110.009814560228,101.026101547757
Trade (% of GDP),NE.TRD.GNFS.ZS,Botswana,BWA,91.924729689918,87.5250655680957,91.8357740585774,85.8340425151264,90.9978228872631,88.5053520573505,86.612433913524,98.4965249407252,99.008222007989,88.4807886337378,94.6390020873926,98.9614677801469,111.875280620952,125.78303991122,119.497541791464,112.900891016005,100.464689766026,81.9239513763494,87.4551039946493,83.0929813601175,77.6632128124716,88.7551314233315,85.6083027804928,67.3736359278835
Trade (% of GDP),NE.TRD.GNFS.ZS,Brazil,BRA,22.6397613567941,26.936285022064,27.6183574022309,28.1403847231593,29.6782524787535,27.0867952055794,26.0416998853051,25.2926113736798,27.2575694164795,22.1059756047068,22.7721781120049,23.9344051753252,25.1142736086534,25.7859573255328,24.6854058131291,26.9536259360114,24.5336820804399,24.3197343746749,28.8762033759743,28.8902578679414,32.3020785463409,37.6563307568833,38.8160659763397,33.8539465938547
Trade (% of GDP),NE.TRD.GNFS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trade (% of GDP),NE.TRD.GNFS.ZS,Brunei Darussalam,BRN,103.171625469555,108.718870678156,108.747969082215,105.258467568502,100.589570685232,97.4576166216243,96.9411493596989,95.7504672644039,105.913844072184,108.572636487672,95.3689459604066,99.5365403596103,105.641023977752,110.936878837404,102.420968814048,89.893790077624,87.3182670815342,85.1767490461377,93.8978590982859,108.509658357959,110.291003658452,147.123112375318,146.973965879597,136.563004083218
Trade (% of GDP),NE.TRD.GNFS.ZS,Bulgaria,BGR,77.7457041594489,79.0813687477668,75.2696110143524,79.0138853713575,93.063897964183,99.7142112127381,111.04746275381,123.532557660753,124.688747515359,92.6926456036375,103.380522321192,117.41810388629,123.971322714174,129.688682986482,130.267991439052,126.735524668559,122.853879612233,129.739743496115,128.901612634046,124.688701193655,110.328593685454,120.974653390581,138.182829385718,118.600087747348
